Day,Date,Hour,Source,Number_of_Bicycles_,Number_of_People,Number_of_Road_Vehicles,FID
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,61,1,3041
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,42,1,3042
Thu,2023/11/16 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,72,0,3043
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,18,0,3044
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,13,0,3045
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,8,0,3046
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,6,0,3047
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,4,0,3048
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,57,619,1695,3049
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,43,397,1944,3050
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,42,968,1437,3051
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,35,3383,20,3052
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,33,1075,1907,3053
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,33,248,1408,3054
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,29,3404,237,3055
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,895,1745,3056
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,1,11,30,3057
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,13,113,474,3058
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,3,154,82,3059
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,22,3225,37,3060
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,391,12,3061
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,13,423,15,3062
Thu,2023/11/16 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,3,766,41,3063
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,22,2939,10,3064
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,98,5,3065
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,11,315,1106,3066
Thu,2023/11/16 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,3,979,34,3067
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,21,486,1136,3068
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,1,477,0,3069
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,11,1010,194,3070
Thu,2023/11/16 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,3,189,12,3071
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,21,939,285,3072
Sat,2023/11/18 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,11,547,182,3073
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,0,773,591,3074
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,3,120,0,3075
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,20,706,1522,3076
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,162,479,3077
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,3,24,0,3078
Sat,2023/11/18 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,10,381,436,3079
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,20,199,1077,3080
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,444,433,3081
Thu,2023/11/16 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,2,839,622,3082
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,10,2617,247,3083
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,20,3334,10,3084
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,416,395,3085
Thu,2023/11/16 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,2,1106,539,3086
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,10,1538,224,3087
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,19,1684,1693,3088
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,242,252,3089
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,157,308,3090
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,10,883,150,3091
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,19,301,1495,3092
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,236,248,3093
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,2,49,299,3094
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,10,2196,27,3095
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,19,1567,1306,3096
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,238,233,3097
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,2,9,216,3098
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,9,2268,23,3099
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,19,2152,25,3100
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,284,224,3101
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,2,32,209,3102
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,8,1135,2124,3103
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,19,3057,19,3104
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,365,203,3105
Thu,2023/11/16 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,2,200,193,3106
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,8,453,1214,3107
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,19,154,3,3108
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,89,159,3109
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,2,160,164,3110
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,8,93,1212,3111
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,17,1059,1765,3112
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,10,123,3113
Thu,2023/11/16 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,2,49,116,3114
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,8,654,685,3115
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,17,850,1465,3116
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,82,106,3117
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,121,75,3118
Sat,2023/11/18 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,8,54,479,3119
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,17,2413,87,3120
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,0,1249,99,3121
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,2,37,75,3122
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,8,1061,27,3123
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,16,934,1738,3124
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,16,88,3125
Thu,2023/11/16 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,2,573,41,3126
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,7,1015,1868,3127
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,16,1233,1648,3128
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,90,83,3129
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,561,10,3130
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,7,479,1609,3131
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,16,1288,1634,3132
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,16,586,313,3133
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,16,811,260,3134
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,16,1677,178,3135
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,16,504,177,3136
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,16,130,18,3137
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,16,272,15,3138
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,16,2698,9,3139
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,15,222,848,3140
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,15,109,716,3141
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,15,68,623,3142
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,15,1658,276,3143
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,15,497,206,3144
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,15,591,196,3145
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,15,135,70,3146
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,15,2183,12,3147
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,14,754,1309,3148
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,14,124,15,3149
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,13,2373,270,3150
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,13,717,256,3151
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,13,705,247,3152
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,13,603,206,3153
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,748,1637,3154
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,12,588,1416,3155
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,2,7,7,3156
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,60,80,3157
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,7,654,1464,3158
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,83,4,3159
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,63,66,3160
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,7,67,492,3161
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,2,336,2,3162
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,7,1578,51,3163
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,2,255,1,3164
Sat,2023/11/18 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,7,62,42,3165
Thu,2023/11/16 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,1,422,715,3166
Sat,2023/11/18 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,6,46,527,3167
Thu,2023/11/16 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,1,161,700,3168
Sat,2023/11/18 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,6,354,340,3169
Thu,2023/11/16 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,171,600,3170
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,6,1058,200,3171
Thu,2023/11/16 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,1,587,488,3172
Sat,2023/11/18 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,6,457,183,3173
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,1,149,475,3174
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,6,369,72,3175
Thu,2023/11/16 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,323,418,3176
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,6,3054,15,3177
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,28,266,3178
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,5,112,1271,3179
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,76,176,3180
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,5,437,1110,3181
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,7,165,3182
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,5,579,1061,3183
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,4,133,3184
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,5,360,972,3185
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,41,123,3186
Sat,2023/11/18 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,5,455,942,3187
Thu,2023/11/16 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,144,115,3188
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,5,134,855,3189
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,1,4,92,3190
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,6,83,3191
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,1,90,80,3192
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,1,7,58,3193
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,40,40,3194
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,10,27,3195
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,1,127,4,3196
Sat,2023/11/18 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,5,29,372,3197
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,5,405,173,3198
Sat,2023/11/18 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,5,430,162,3199
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,4,61,949,3200
Sat,2023/11/18 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,198,241,3201
Sat,2023/11/18 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,1,284,200,3202
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,1,871,149,3203
Sat,2023/11/18 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,1,72,147,3204
Sat,2023/11/18 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,1,173,130,3205
Sat,2023/11/18 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,1,46,99,3206
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,1,1051,82,3207
Sat,2023/11/18 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,2,76,3208
Sat,2023/11/18 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,1,69,69,3209
Sat,2023/11/18 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,1,119,65,3210
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,1,702,55,3211
Sat,2023/11/18 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,1,130,45,3212
Sun,2023/11/19 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,1,670,34,3213
Sat,2023/11/18 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,462,42,3214
Sat,2023/11/18 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,1,694,37,3215
Sat,2023/11/18 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,1,162,32,3216
Sun,2023/11/19 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,1,198,32,3217
Sat,2023/11/18 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,421,29,3218
Sun,2023/11/19 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,1,8,32,3219
Sat,2023/11/18 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,1,749,28,3220
Sun,2023/11/19 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,102,10,3221
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,1,544,26,3222
Sun,2023/11/19 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,1,36,0,3223
Sat,2023/11/18 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,569,23,3224
Sun,2023/11/19 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,0,303,500,3225
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,1,1509,18,3226
Sun,2023/11/19 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,18,362,3227
Sat,2023/11/18 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,386,17,3228
Sun,2023/11/19 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,0,243,349,3229
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,1,281,2,3230
Sun,2023/11/19 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,0,959,310,3231
Sat,2023/11/18 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,429,624,3232
Sun,2023/11/19 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,0,156,307,3233
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,0,206,485,3234
Sun,2023/11/19 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,265,306,3235
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,350,478,3236
Sun,2023/11/19 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,384,299,3237
Sat,2023/11/18 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,233,451,3238
Sun,2023/11/19 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,153,275,3239
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,0,782,441,3240
Sun,2023/11/19 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,330,272,3241
Sat,2023/11/18 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,0,23,365,3242
Sun,2023/11/19 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,0,745,270,3243
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,289,347,3244
Sun,2023/11/19 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,138,255,3245
Mon,2023/11/20 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,5,1888,68,3246
Sat,2023/11/18 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,193,236,3247
Sun,2023/11/19 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,79,232,3248
Sat,2023/11/18 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,143,229,3249
Sun,2023/11/19 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,5,843,500,3250
Sun,2023/11/19 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,19,208,984,3251
Mon,2023/11/20 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,17,120,693,3252
Sun,2023/11/19 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,241,206,3253
Sun,2023/11/19 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,199,206,3254
Sun,2023/11/19 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,63,189,3255
Sun,2023/11/19 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,156,188,3256
Sun,2023/11/19 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,68,183,3257
Sun,2023/11/19 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,17,182,3258
Sun,2023/11/19 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,360,181,3259
Sun,2023/11/19 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,257,167,3260
Sun,2023/11/19 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,158,152,3261
Sun,2023/11/19 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,240,124,3262
Sun,2023/11/19 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,45,115,3263
Sun,2023/11/19 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,0,1029,110,3264
Sun,2023/11/19 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,0,59,102,3265
Sun,2023/11/19 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,31,96,3266
Sun,2023/11/19 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,32,95,3267
Sun,2023/11/19 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,0,18,87,3268
Sun,2023/11/19 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,0,714,76,3269
Sun,2023/11/19 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,16,73,3270
Sun,2023/11/19 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,10,69,3271
Sun,2023/11/19 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,14,66,3272
Sun,2023/11/19 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,97,61,3273
Sun,2023/11/19 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,17,53,3274
Sun,2023/11/19 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,10,52,3275
Sun,2023/11/19 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,36,44,3276
Sun,2023/11/19 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,724,42,3277
Sun,2023/11/19 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,66,39,3278
Sun,2023/11/19 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,16,39,3279
Sun,2023/11/19 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,13,38,3280
Sun,2023/11/19 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,26,35,3281
Sun,2023/11/19 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,241,34,3282
Sun,2023/11/19 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,44,34,3283
Sun,2023/11/19 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,8,31,3284
Sun,2023/11/19 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,13,30,3285
Sun,2023/11/19 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,12,30,3286
Mon,2023/11/20 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,5,1551,46,3287
Mon,2023/11/20 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,16,1096,210,3288
Sun,2023/11/19 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,5,168,453,3289
Sun,2023/11/19 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,19,128,825,3290
Sat,2023/11/18 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,0,86,200,3291
Mon,2023/11/20 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,5,277,27,3292
Sun,2023/11/19 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,421,27,3293
Mon,2023/11/20 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,16,628,205,3294
Sun,2023/11/19 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,5,219,406,3295
Sun,2023/11/19 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,19,446,159,3296
Sat,2023/11/18 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,5,183,3297
Mon,2023/11/20 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,5,652,11,3298
